,TeamName,Season,AdjTempo,AdjOE,AdjDE,eFG_Pct_O,eFG_Pct_D,TO_Pct_O,TO_Pct_D,OR_Pct_O,OR_Pct_D,FT_Rate_O,FT_Rate_D,OFF_FT,OFF_2PT,OFF_3PT,DEF_FT,DEF_2PT,DEF_3PT,Size,Hgt1,Hgt2,Hgt3,Hgt4,Hgt5,HgtEff,Exp,Bench,Pts1,Pts2,Pts3,Pts4,Pts5,OR1,OR2,OR3,OR4,OR5,DR1,DR2,DR3,DR4,DR5,FG2Pct,FG3Pct,FTPct,BlockPct,OppFG2Pct,OppFG3Pct,OppFTPct,OppBlockPct,F3GRate,OppF3GRate,ARate,OppARate,StlRate,OppStlRate
3424,Temple,2019,68.8356,109.035,99.602,49.8748748748749,50.632577754349,15.6146956836216,20.6352245410258,26.8533772652389,29.1958041958042,32.4824824824825,33.8956246705324,19.1480730223124,50.7910750507099,30.0608519269777,18.5326547921968,51.0602205258694,30.407124681933798,78.06,1.27,1.07,1.8,1.0,1.09,1.04,1.85,26.25,23.62,23.22,14.06,22.83,16.24,7.64,15.29,19.23,8.43,49.35,10.22,19.93,24.08,18.3,27.44,50.08,33.0213903743316,72.7272727272727,6.23931623931624,51.452991452991505,32.8748280605227,67.9626749611197,6.8,37.4374374374374,38.323668950975204,54.524627720504,50.0594530321046,0.120833067415491,0.0774352755972515
3425,Tennessee,2019,67.5969,122.265,95.884,55.1830718021873,47.5833736104398,16.0526396202777,18.2120048483861,31.877729257641892,30.237741456166397,33.048026628625806,34.3644272595457,18.7040280210158,55.5516637478109,25.744308231173395,19.3032786885246,45.163934426229496,35.5327868852459,77.87,1.88,1.26,1.14,-0.04,1.03,0.49,2.12,27.12,18.69,19.44,22.91,25.17,13.77,5.79,8.5,15.47,27.98,42.22,12.66,14.94,23.08,24.04,25.24,55.5711282410652,36.2426035502959,76.8345323741007,14.8148148148148,44.3639291465378,34.9455864570738,66.2447257383966,6.2368605466012585,32.1445553970518,39.9710004833253,59.9229287090559,51.428571428571395,0.0843374721166872,0.0892266009350459
3426,Tennessee Martin,2019,68.4032,104.903,115.327,50.36353467561521,57.1428571428571,18.8636819427648,19.252623838491896,31.5689981096408,34.6232179226069,26.3982102908277,27.1541950113379,16.5044042651831,51.089476124246595,32.406119610570194,14.176245210727998,49.55300127713922,36.2707535121328,75.43,-2.13,-1.61,-1.86,-0.59,-0.78,-0.68,2.35,32.7,18.42,18.22,16.69,27.69,18.97,9.98,5.18,20.83,29.51,34.46,13.96,17.71,21.49,19.89,26.92,49.9094202898551,34.064327485380105,75.4237288135593,7.40740740740741,56.725146198830394,38.48238482384821,69.5198329853862,8.33333333333333,38.255033557047,41.8367346938776,51.020408163265294,59.5842956120092,0.0996663607800716,0.0962631191924594
3427,Tennessee St.,2019,69.3767,98.8507,109.637,49.12445278298939,54.336224149433,22.6741025343441,20.279639120156894,28.6706349206349,28.4280936454849,36.21013133208261,54.036024016010714,20.5361659079413,47.1421345472939,32.3216995447648,26.422764227642304,46.341463414634106,27.235772357723604,75.42,-2.53,-1.06,-0.84,-1.28,-1.26,-1.27,2.06,37.73,21.19,17.2,23.61,22.81,15.18,8.1,6.59,12.93,30.16,42.22,12.05,17.03,16.59,27.52,26.82,49.2600422832981,32.6186830015314,70.1208981001727,7.17948717948718,52.6153846153846,38.3587786259542,72.2222222222222,10.7822410147992,40.838023764853,34.9566377585057,44.3298969072165,45.938375350140106,0.0962672025703832,0.0894258785298483
3428,Tennessee Tech,2019,68.2519,89.8746,104.762,46.135118685331705,51.07284020327501,22.7993455302692,19.1819128365313,27.9452054794521,32.8651685393258,36.3359707851491,33.201581027668,19.745897300158802,50.0794070937004,30.174695606140798,18.8789237668161,51.659192825112115,29.4618834080717,76.94,-0.31,-0.83,-0.09,0.91,0.94,0.92,1.29,26.29,25.14,18.19,18.71,15.69,22.22,10.19,7.39,14.64,33.88,33.85,15.59,17.06,16.19,30.22,20.87,43.918291550603506,33.5689045936396,62.479061976549396,10.549645390070902,51.063829787234,34.0590979782271,71.5986394557823,9.74930362116992,34.449178332318894,36.3071710897798,51.2820512820513,59.748427672956,0.0932916852595568,0.116138628588428
3429,Texas,2019,64.4653,114.197,96.6042,50.8896797153025,49.686356508102506,16.361447240380198,18.9124255735578,28.924914675767894,30.102915951972605,30.3507880020336,29.9006795608991,17.306897976043,45.76621230896321,36.9268897149938,17.095508068033098,50.06541648495421,32.839075447012604,77.45,1.0,-0.08,-0.31,1.42,1.11,1.26,1.34,31.36,17.86,19.46,23.03,20.11,19.52,5.36,13.47,9.78,37.33,34.04,15.3,15.96,18.93,25.34,24.46,50.0451671183379,34.6511627906977,70.1842546063652,11.5384615384615,46.9721767594108,36.324167872648296,68.53146853146849,10.298102981029801,43.7214031520081,36.1212754835337,51.408450704225395,47.2727272727273,0.0897240655117625,0.0774089976964226
3430,Texas A&M,2019,67.336,107.118,99.8009,49.267498643516,49.3367346938776,19.9954965097951,18.464309840126106,32.7176781002639,32.48355263157889,34.237655995659296,26.9897959183673,19.396360408344396,53.43985796715489,27.1637816245007,15.8032215933827,47.8885502829778,36.308228123639495,77.44,1.87,0.46,0.47,0.53,-0.22,0.16,1.51,32.71,24.64,15.88,17.42,22.18,19.83,8.62,8.51,13.82,31.39,37.58,13.37,15.97,18.68,27.33,24.57,51.0169491525424,30.7692307692308,69.2551505546751,12.7564674397859,49.0633363068689,33.134684147795,68.6200378071834,12.6271186440678,35.973955507325,42.8061224489796,46.650124069478906,58.3333333333333,0.0968250394055393,0.103129925692412
3431,Texas A&M Corpus Chris,2019,64.8339,94.59,104.88,47.8501628664495,48.638529611980886,22.253203567449997,20.1186037048649,31.1389759665622,27.542372881355906,29.771986970684,41.6609938733833,17.9329608938547,53.743016759776495,28.3240223463687,24.2311770943796,42.8419936373277,32.9268292682927,76.16,-0.08,-0.93,-1.06,-0.93,-0.26,-0.59,2.06,33.22,19.99,19.25,22.96,17.82,19.98,18.23,13.63,16.88,17.85,33.41,14.78,17.18,16.25,21.91,29.88,47.5766567754698,32.251908396946604,70.2407002188184,8.67579908675799,46.1187214611872,34.9072512647555,74.6732026143791,9.79228486646884,34.136807817589606,40.3675970047651,55.3846153846154,58.428805237315906,0.0869849444003442,0.102994443369733
3432,Texas Southern,2019,74.8122,104.383,108.479,50.39234919077981,51.446480231436794,19.9277519749117,19.9277519749117,32.3690383111806,31.5047021943574,42.0794507111329,33.461909353905504,21.744097486671706,51.180502665651204,27.0753998476771,17.542503863987598,52.550231839258096,29.9072642967542,76.35,-1.31,-1.13,-0.07,-0.7,0.85,0.08,2.48,38.96,19.17,19.99,16.54,20.57,23.71,10.4,5.59,17.31,33.72,32.95,10.55,14.5,15.24,23.17,36.5,51.8918918918919,31.854838709677402,66.55011655011661,6.61218424962853,50.520059435364,35.4395604395604,65.4178674351585,9.26640926640927,36.48847474252079,35.1012536162006,53.7953795379538,54.6908315565032,0.104402365924338,0.0936842523123338
3433,Texas St.,2019,65.0853,102.38,99.027,50.0,48.546856465005895,19.632237960986604,20.682334410062694,33.2161687170475,24.6039142590867,34.4039194338596,39.5017793594306,19.0035273368607,50.9700176366843,30.026455026455,22.8921337729628,47.2915685350918,29.8162976919454,76.21,-0.8,-0.84,-0.19,0.14,-1.37,-0.62,1.96,28.32,15.72,22.37,24.06,18.54,19.27,7.88,7.76,16.34,33.67,34.29,18.77,18.5,19.42,25.66,17.63,50.790861159929705,32.4749642346209,68.1962025316456,7.760314341846759,49.312377210216106,31.586826347305397,72.972972972973,11.1599297012302,38.051170386499706,39.6204033214709,55.4037267080745,48.2468443197756,0.09359555306982,0.0926824257227974
3434,Texas Tech,2019,66.532,113.184,85.3481,53.7951167728238,42.8295642581357,18.2119026247202,23.1001330204289,28.571428571428598,28.5597381342062,33.8110403397028,36.900165471594,18.561671353957397,52.1494576134994,29.288871032543202,22.813121272365798,44.831013916501,32.3558648111332,77.1,1.65,0.07,0.04,-0.67,0.31,-0.18,1.91,25.45,19.78,17.85,16.26,28.94,17.14,1.85,5.44,17.48,26.33,48.83,11.71,16.51,18.74,26.81,26.19,53.1967213114754,36.596385542168704,72.5274725274725,15.4128440366972,41.376146788990795,30.0138312586445,68.609865470852,6.80327868852459,35.244161358811,39.8786541643684,53.58744394618829,48.952095808383206,0.10857927693123,0.0947365005893994
3435,The Citadel,2019,73.5668,106.612,114.57,52.011494252873604,56.574394463667794,17.297084802398,16.854829793245802,25.0712250712251,31.790123456790106,25.747126436781606,31.7185697808535,15.460065390004699,40.822045773003296,43.7178888369921,16.723259762309002,43.293718166383705,39.983022071307296,75.81,-0.26,-0.93,-0.5,-1.15,-2.23,-1.69,2.29,29.94,25.12,20.34,14.16,18.89,21.43,7.33,5.62,17.72,30.21,39.01,20.63,13.02,19.54,19.85,26.87,54.0841584158416,33.4763948497854,73.8839285714286,9.58286358511838,57.4971815107103,37.0720188902007,71.6363636363636,11.7574257425743,53.56321839080461,48.8465974625144,49.3991989319092,59.8300970873786,0.0796059016473999,0.0889423962850579
3436,Toledo,2019,67.7027,109.785,98.5482,53.1363400725765,46.7717336044738,17.4019744547939,15.394054325394599,28.2165039929015,25.7441673370877,26.0756868843961,26.792069140823607,15.914684167350302,45.44708777686629,38.6382280557834,16.287534121929,54.2311191992721,29.4813466787989,77.48,-0.25,0.74,0.27,0.88,1.64,1.26,2.01,26.76,24.13,24.37,13.62,19.51,18.35,9.49,12.88,28.09,15.98,33.53,16.09,14.62,24.76,16.63,27.88,50.2266545784225,38.0145278450363,77.1371769383698,11.484375,46.5625,31.4410480349345,67.9316888045541,8.06890299184044,42.8201140487299,34.926283680732105,59.4470046082949,41.0098522167488,0.0722851246583747,0.091471917005968
3437,Towson,2019,63.4489,100.223,110.883,48.0222841225627,52.0184544405998,18.7919298008277,15.2008018545962,35.1201478743068,27.342256214149103,28.133704735376,32.987312572087696,16.9956668271546,58.16080885893111,24.843524313914298,19.0305206463196,42.7289048473968,38.2405745062837,77.39,1.47,0.91,-0.26,0.75,-0.01,0.37,1.63,34.98,20.7,29.6,16.37,20.48,12.83,6.7,20.05,8.9,30.43,33.9,13.65,20.79,10.83,28.32,26.4,47.59653270291571,32.699619771863105,69.90099009900989,9.605122732123801,50.8004268943437,35.633626097867,74.12587412587409,5.7525610717100095,29.303621169916397,45.9630911188005,39.04639175257729,59.8684210526316,0.0703467529193288,0.0846128776372346
3438,Troy,2019,66.9369,102.902,110.637,50.9699624530663,52.637889688249395,19.868987269035802,17.0086703357042,27.2727272727273,31.149193548387107,31.727158948685894,32.7937649880096,18.3867735470942,48.997995991984,32.6152304609218,17.9055633473586,48.153342683497,33.941093969144504,76.71,0.71,-0.2,-0.23,0.17,-1.01,-0.42,1.77,27.38,18.35,14.99,24.38,21.64,20.64,7.21,10.49,19.91,19.89,42.51,11.41,14.07,19.39,23.4,31.73,51.746031746031704,33.231240428790194,72.38658777120321,12.3540856031128,50.0972762645914,37.8125,70.01828153564901,6.03174603174603,40.8635794743429,38.3693045563549,50.1416430594901,49.53764861294579,0.0781479447856678,0.0878525915237572
3439,Tulane,2019,69.6497,97.0323,107.449,47.08356702187329,50.5615109749872,21.0223052510748,15.080240383533301,26.984126984127002,30.840336134453807,32.809871003926,31.5977539561,19.3563880883766,49.95196926032661,30.691642651296807,17.5613816063254,50.6034124011652,31.835205992509398,79.02,3.64,2.7,1.94,2.1,0.62,1.36,1.15,32.79,26.66,16.47,17.92,23.43,15.49,19.11,7.56,15.04,32.41,25.83,17.58,15.96,15.94,27.66,22.83,46.72057502246179,31.7910447761194,68.8888888888889,9.08333333333333,50.6666666666667,33.596837944664,68.1744749596123,9.703504043126689,37.5771172181716,38.7442572741194,60.5729877216917,51.796060254924704,0.0661729951158027,0.103986135181976
3440,Tulsa,2019,68.7396,105.212,100.583,51.2124711316397,48.2161323681489,17.9853312706592,17.5846679502732,23.1775700934579,29.268292682926802,43.36027713625871,30.351602895553302,22.735191637630702,48.2578397212544,29.006968641114998,17.8775869660942,45.2664024658741,36.8560105680317,76.59,0.86,0.56,-0.16,-1.08,-1.32,-1.2,1.93,34.59,18.69,16.3,22.13,18.61,24.25,9.74,6.77,24.43,21.63,37.4,15.42,17.23,22.42,20.99,23.92,51.2962962962963,34.049079754601195,69.5073235685752,7.017543859649121,47.460757156048004,32.7849588719154,69.1652470187394,9.25925925925926,37.6443418013857,44.002068252326794,55.4123711340206,55.7377049180328,0.0783519382088124,0.0957140154255378
3441,UAB,2019,65.1456,107.017,105.385,50.4485488126649,49.3797195253506,16.8010297405325,17.8849671431475,30.6140350877193,26.1617900172117,31.820580474934,31.553398058252398,17.5150992234685,55.047454702329595,27.437446074201894,18.8386524822695,43.7943262411348,37.3670212765957,76.83,0.79,-0.44,-0.84,-0.11,0.67,0.28,1.64,26.69,18.78,22.79,19.59,23.4,15.41,5.23,7.54,22.9,30.49,33.8,13.87,17.03,18.4,25.75,24.91,51.286173633440505,32.5652841781874,67.3300165837479,7.504873294346981,48.148148148148096,33.9371980676328,72.64957264957259,8.44051446945338,34.353562005277,44.6601941747573,43.17647058823529,55.225806451612904,0.0943928821443895,0.0745206964297812
3442,UC Davis,2019,65.7843,96.5017,104.11,48.978940650925296,52.783235101506214,19.946698554245998,21.1170405612553,22.107438016528892,27.7348066298343,29.7383535417996,37.6555337262606,17.6943699731903,51.260053619303,31.0455764075067,19.5207189216176,50.8237643534698,29.6555167249126,75.56,-2.9,-0.56,-1.72,-1.12,0.02,-0.55,2.33,33.55,24.89,20.72,22.68,12.1,19.55,11.47,9.22,10.41,30.69,38.11,21.8,21.4,16.22,18.83,21.69,48.975409836065595,32.656514382402705,70.8154506437768,6.49214659685864,53.2984293193717,34.615384615384606,68.0,10.0409836065574,37.7153797064454,37.4590700720367,51.2667660208644,51.626591230551604,0.0921008275081256,0.0951538936133673
3443,UC Irvine,2019,65.2411,107.381,98.2341,51.3057929724596,44.0591658583899,17.478515990761398,16.646205705487002,33.6833602584814,27.056277056277104,28.7274453941121,32.9291949563531,16.499227202472998,55.100463678516206,28.400309119010807,21.0,48.6086956521739,30.3913043478261,76.73,-0.21,-1.15,-1.29,1.6,0.62,1.11,2.15,41.52,26.68,19.15,14.36,18.99,20.83,6.53,6.62,9.95,38.9,38.0,10.81,13.77,14.18,30.19,31.06,50.1054111033029,35.8711566617862,70.57851239669421,10.6986899563319,40.684133915574996,33.8662790697674,71.1340206185567,7.16795502459592,32.4311490978158,33.3656644034918,48.329853862212886,43.308080808080796,0.0823987182421607,0.0769887013878774
3444,UC Riverside,2019,63.2194,98.3079,113.411,51.122194513715705,54.489164086687296,20.2932687952166,15.9964797390865,25.260960334029196,26.4293419633225,22.9426433915212,33.312693498452,13.273400317292399,47.699629825489204,39.0269698572184,17.3320807891029,52.5129168623767,30.155002348520398,77.6,-0.32,-0.26,0.2,0.79,3.49,2.14,0.97,33.07,21.44,17.06,19.06,18.6,23.81,4.46,14.25,11.76,31.94,37.53,11.88,18.51,15.68,25.02,28.86,47.2251308900524,37.904468412943004,68.2065217391304,5.0961538461538485,53.75,37.2173913043478,68.5873605947955,7.12041884816754,40.4613466334165,35.603715170278605,52.0803443328551,54.3337645536869,0.0735113308398152,0.0874888374079491
3445,UC Santa Barbara,2019,64.5924,105.31,106.172,50.2994011976048,49.7007779772591,16.8304358780549,16.5784832451499,33.1697742885182,26.1764705882353,39.4610778443114,32.3758228605625,21.9693450998607,51.5559684161635,26.474686483975802,18.378378378378397,53.7592137592138,27.8624078624079,77.19,0.09,0.74,0.56,0.24,0.24,0.24,1.48,29.07,19.49,19.12,21.08,16.44,23.85,4.42,7.3,20.26,23.4,44.58,16.38,11.81,23.29,21.77,26.73,49.3772241992883,34.798534798534796,71.7754172989378,8.356545961002789,50.789229340761395,31.818181818181802,69.13123844731979,8.27402135231317,32.694610778443106,35.5475763016158,50.6040268456376,46.19565217391301,0.0705467372134039,0.0705467372134039
3446,UCF,2019,64.8896,111.933,95.6971,52.9495178672717,45.433436532507706,17.640077175337602,18.0450789472204,29.530818767249304,29.6062992125984,45.263754963131,29.1537667698658,21.7190775681342,49.475890985324895,28.805031446540895,17.2462406015038,49.906015037594,32.8477443609023,78.77,1.47,0.07,0.43,1.43,6.38,3.9,2.3,26.63,24.36,12.99,20.0,19.68,22.91,5.29,4.98,16.08,29.57,44.01,9.55,15.12,16.68,27.27,31.31,51.982378854625594,36.4649681528662,64.9122807017544,12.5628140703518,44.4723618090452,31.3172043010753,64.9557522123894,8.1057268722467,35.6211003970505,38.390092879257004,53.6019536019536,53.5340314136126,0.0850503720953779,0.0855003740641365
3447,UCLA,2019,72.4406,108.971,102.62,52.037773359841005,49.5842956120092,18.9475182207223,15.0441668276121,30.7131280388979,27.143922445935893,38.1709741550696,27.621247113164,18.8372093023256,51.3953488372093,29.7674418604651,16.361511492014,47.2925594078691,36.3459291001169,79.32,2.69,1.7,3.07,2.39,2.69,2.54,0.66,37.34,22.58,18.91,26.4,15.21,16.85,6.31,10.08,14.87,20.62,48.02,14.51,13.0,17.37,25.89,29.14,51.3555383423703,35.506241331484,63.28125,10.7255520504732,47.8706624605678,34.6711259754738,70.23411371237461,8.597986057319911,35.8349900596421,41.431870669746,51.3601741022851,60.4575163398693,0.0788802260691015,0.0943309920001626
3448,UMass Lowell,2019,69.7769,104.653,112.35,53.6777583187391,52.0221606648199,19.5681039904955,17.8442472103804,26.9539078156313,29.8394711992446,34.0922358435493,32.5761772853186,18.5562444641275,51.018600531443795,30.425155004428703,18.276762402088803,54.3080939947781,27.415143603133203,76.59,0.47,0.75,-0.24,-0.65,-1.46,-1.05,1.45,30.25,17.43,23.28,20.52,21.49,17.26,12.32,19.26,18.78,27.3,22.32,16.25,14.79,28.36,20.56,20.01,55.1196172248804,34.2814371257485,71.7465753424657,6.485539000876418,54.6888694127958,31.626506024096397,71.4285714285714,10.4306220095694,38.9959136018681,36.786703601107995,56.27329192546579,47.4820143884892,0.0764087870105062,0.0987723344282153
3449,UMBC,2019,64.8933,96.2869,101.929,48.443922489723995,51.375,18.2841745657509,22.951450704903003,24.4611059044049,24.448897795591197,31.1215502055197,32.875,18.2763744427935,48.4398216939079,33.2838038632987,18.573551263001498,41.604754829123294,39.8216939078752,77.36,1.47,0.37,0.36,-0.1,0.61,0.26,1.72,30.05,23.92,16.34,21.91,19.69,18.11,10.7,9.43,16.64,26.06,37.11,15.68,18.33,19.67,20.69,25.58,49.493927125506104,31.3286713286713,69.622641509434,8.631319358816281,51.7879161528977,33.9670468948036,71.2927756653992,8.80566801619433,41.9847328244275,49.3125,53.015427769986,53.9244186046512,0.114516672280229,0.0846845979887408
3450,UMKC,2019,66.2205,101.252,107.51,49.7988505747126,53.5839160839161,17.1763449817267,20.9307373274593,23.463687150838,32.261306532663305,32.3563218390805,36.71328671328671,18.4854186265287,46.660395108184396,34.8541862652869,19.4480946123522,50.985545335085405,29.5663600525624,76.19,-3.39,0.07,-0.49,0.35,0.34,0.34,1.77,31.82,25.3,20.59,17.66,19.74,16.71,10.26,10.99,25.89,23.31,29.54,12.95,15.45,25.04,25.58,20.99,47.784200385356506,35.185185185185205,69.8046181172291,7.73430391264786,52.9572338489536,36.4667747163695,70.4761904761905,10.019267822736,40.3448275862069,35.955710955711005,44.95289367429339,50.9293680297398,0.10418438759408,0.0760264450010853
3451,UNC Asheville,2019,61.8581,93.2213,116.985,46.1618257261411,55.6555269922879,23.4417957195058,18.2077605707326,27.7056277056277,37.0949720670391,26.3485477178423,33.6760925449871,17.643429981492893,46.6378778531771,35.71869216533,17.914691943128,46.255924170616105,35.8293838862559,77.27,1.47,0.43,0.2,0.18,-0.01,0.08,0.36,30.98,28.36,15.47,17.95,19.37,18.82,15.8,19.89,20.49,22.87,20.91,12.17,21.42,18.84,26.32,21.21,45.16129032258061,31.691297208538604,75.06561679790029,9.06976744186047,56.7441860465116,36.2068965517241,72.1374045801527,11.350059737156501,42.1161825726141,44.7300771208226,48.861646234676,66.7567567567568,0.0979989559770315,0.109692013224291
3452,UNC Greensboro,2019,67.7721,106.434,98.8136,51.17704757233941,50.980392156862706,17.0925706549332,22.211880182772003,31.4166666666667,29.681978798586602,30.6032368808239,32.220455749867504,17.2482157018239,52.1808088818398,30.570975416336196,18.232044198895,49.6387590310242,32.129196770080696,76.46,-0.53,-1.15,-1.42,0.8,0.5,0.65,1.84,33.39,24.7,25.19,15.43,17.89,16.79,18.11,7.97,9.0,21.78,43.15,18.45,13.15,13.81,19.69,34.9,51.4464425332291,33.8157894736842,69.7115384615385,11.1396743787489,50.0428449014567,35.0,70.5592105263158,8.05316653635653,37.2731731240804,38.1558028616852,44.69945355191261,47.009569377990395,0.117194110678626,0.0841936029785074
3453,UNC Wilmington,2019,69.2007,105.455,114.787,50.521104742053204,56.0281837160752,18.4820968537222,14.5374766619206,31.669535283993106,26.6359447004608,32.829598749348605,31.889352818371602,19.1923397169026,49.6253122398002,31.0990840965862,17.2958397534669,45.839753466872104,36.864406779661,76.69,0.91,-0.26,0.29,0.02,-1.6,-0.79,1.5,32.78,19.68,18.55,16.55,25.71,19.45,5.36,13.18,13.21,43.72,24.46,9.08,15.51,15.31,39.17,20.86,49.3377483443709,35.02109704641349,73.1746031746032,5.76395242451967,54.4373284537969,38.7606318347509,73.48608837970541,6.20860927152318,37.0505471599792,42.9540709812109,55.9763313609467,48.687089715536096,0.0616069895124073,0.0886431503775644
3454,UNLV,2019,67.45,106.083,106.394,49.4870410367171,50.9944751381215,18.574305930427602,17.6455906339062,35.4922279792746,27.671232876712303,34.9352051835853,31.602209944751397,19.4639718804921,47.4516695957821,33.084358523725804,17.6628010704728,52.8991971454059,29.438001784121298,77.45,0.65,-0.08,0.84,0.68,1.07,0.87,1.51,29.61,17.31,20.93,21.55,19.37,20.81,6.25,6.13,22.4,32.21,32.96,8.33,15.6,22.74,24.88,28.4,48.780487804878,33.6912751677852,68.4698608964451,9.639564124057,49.706621961441705,35.656401944894704,69.23076923076921,6.86540198735321,40.2267818574514,34.0883977900552,50.695322376738304,49.4464944649446,0.08544180727996699,0.0910140990590953
3455,USC,2019,69.4946,109.712,101.528,52.844531633153494,49.0895669291339,16.476905536261302,18.0741565831437,26.955074875208002,29.9430431244915,27.611574301128,30.019685039370106,14.4162033359809,52.1048451151708,33.4789515488483,17.2199170124481,50.0414937759336,32.7385892116183,78.81,2.47,1.17,1.94,2.51,1.87,2.19,1.84,26.08,19.14,14.76,17.89,24.41,23.75,8.41,8.67,18.1,17.59,47.15,11.86,13.09,20.38,23.65,30.94,50.306748466257716,38.2312925170068,64.47602131438721,9.39759036144578,48.433734939759,33.418043202033,68.0327868852459,7.5920245398773,36.0470819028936,38.7303149606299,57.2038420490928,54.9653579676674,0.0849065030184892,0.0807032107898512
3456,USC Upstate,2019,68.0039,93.1246,111.366,47.399527186761205,53.070439494280606,19.908445727979398,18.2371194199515,24.718045112782,31.300813008130106,25.354609929078002,38.8922335942204,15.976951283394401,46.3069669984285,37.7160817181771,20.9062359802602,50.964558097801714,28.129205921938095,75.86,-1.92,-0.93,-0.62,-0.66,-0.65,-0.66,1.37,43.12,15.5,28.85,16.56,25.24,13.85,6.14,16.56,18.83,26.24,32.23,11.28,20.12,17.16,29.86,21.59,46.7724867724868,32.1285140562249,71.0955710955711,8.08753568030447,54.043767840152206,34.2622950819672,72.1362229102167,10.264550264550303,44.14893617021279,36.7248645394341,54.692082111436996,52.25225225225229,0.0865157147685029,0.0889735475744262
3457,UT Arlington,2019,66.2095,101.287,100.065,47.0059880239521,48.0295566502463,20.3277514104057,18.0890122682905,31.0671256454389,28.0414150129422,34.4583560152422,38.0405035577449,21.285323609844998,47.6754785779398,31.0391978122151,21.5467143495753,50.6928922664283,27.760393383996394,74.51,-3.01,-2.2,-1.77,-2.14,-2.44,-2.29,1.43,38.61,25.36,25.86,18.95,17.13,12.65,5.75,20.39,19.01,35.53,19.25,11.43,23.41,21.23,24.33,19.53,47.8937728937729,30.4697986577181,73.7756714060032,8.201058201058201,50.0,29.8701298701299,69.3525179856115,11.446886446886401,40.555253130103395,37.931034482758605,54.2666666666667,51.6795865633075,0.0891018178561834,0.0904450613414525
3458,UT Rio Grande Valley,2019,70.0528,99.8102,100.655,46.22933884297521,50.02735229759301,18.0260822594336,24.2817089796023,26.3701350277998,32.5280414150129,43.1818181818182,43.708971553610496,24.5680573114201,52.6759376316898,22.75600505689,23.1189575451871,49.7688104245481,27.112232030264806,76.2,-1.15,-1.32,-0.66,0.19,-0.15,0.02,2.04,32.63,19.02,22.39,20.43,24.06,14.05,11.52,7.21,15.35,27.6,38.24,18.33,15.21,19.56,23.64,23.21,45.8547322083639,31.413612565445,69.73684210526321,8.0033698399326,49.8736310025274,33.5413416536661,68.8360450563204,8.804108584005869,29.5971074380165,35.0656455142232,55.155279503105604,57.4969021065675,0.128404969519253,0.0835455410654114
3459,Utah,2019,66.3132,114.731,108.895,54.985590778098,52.299168975069286,19.2127515743783,14.658617867859002,31.044487427466198,27.0931326434619,35.5043227665706,32.4653739612188,18.565941101152397,43.27784891165171,38.1562099871959,18.3037646040675,51.319774989182214,30.3764604067503,78.32,1.47,0.78,1.78,0.92,2.54,1.73,1.53,32.18,25.03,18.99,21.42,19.1,15.47,4.96,9.51,25.49,16.94,43.07,9.85,12.77,23.51,18.18,35.66,54.5748116254037,36.9727047146402,70.6168831168831,6.96864111498258,51.6550522648084,35.6164383561644,72.1843003412969,13.2400430570506,46.4553314121037,36.398891966759,54.6583850931677,47.7629987908102,0.0683120055977894,0.086813173780524
3460,Utah St.,2019,68.033,112.635,97.2281,53.8793103448276,46.514607893388,18.143054220141302,17.3487730446052,31.961471103327497,22.257053291536003,36.6632860040568,34.2901076371092,20.3072311727239,49.606594230048714,30.0112401648558,20.811518324607306,43.1937172774869,35.9947643979058,77.92,1.58,2.07,0.73,0.08,1.04,0.56,1.33,30.59,15.4,28.24,16.85,19.2,20.27,6.16,5.17,9.69,35.78,43.13,18.25,15.63,14.21,21.34,30.51,54.084967320261406,35.6951871657754,74.9654218533887,12.350936967632,42.1635434412266,35.3925353925354,71.3004484304933,9.395424836601313,37.931034482758605,39.8257303946694,62.109795479009705,50.7792207792208,0.0856987584131098,0.0865348438610426
3461,Utah Valley,2019,68.7891,109.115,102.428,55.7216791259344,49.0309062336302,19.913685089795397,16.5724627592928,28.1,26.3519313304721,41.1155836687752,29.8585646935568,21.2835093419984,47.27863525588951,31.437855402112106,17.8226514486392,51.097453906935904,31.079894644424897,77.64,0.28,0.62,0.14,1.28,1.81,1.54,1.98,31.3,17.45,19.88,21.86,19.01,21.74,2.81,6.96,17.27,22.07,50.79,14.43,14.35,17.08,19.39,34.68,54.392523364485996,38.5650224215247,73.2867132867133,6.525285481239799,47.4714518760196,34.5534407027818,71.22807017543859,8.31775700934579,38.4703852788959,35.7778941854374,50.8333333333333,50.9779951100245,0.0810803285535292,0.10157315884727802
3462,UTEP,2019,67.9011,90.0993,101.436,45.8164642375169,49.4219653179191,22.7271229228873,19.0359428658058,26.6187050359712,27.1065989847716,34.615384615384606,33.0122029543995,20.258367586611897,47.3282442748092,32.413388138579,18.0947312400213,48.8557743480575,33.0494944119212,76.28,-1.9,0.2,-0.8,-0.42,0.21,-0.1,0.78,26.5,21.86,20.3,20.87,13.92,23.0,9.24,11.71,10.0,24.96,44.01,10.73,15.14,19.93,18.55,35.58,44.53038674033149,31.889081455805893,67.2514619883041,7.84913353720693,46.7889908256881,35.9375,66.14785992217901,10.939226519337002,38.9338731443995,36.9942196531792,46.848381601362895,49.5495495495495,0.0674958639009182,0.0943887471739403
